57.593463,56.561359
56.525704,55.522596
56.187294,54.238742
50.088979,42.870876
65.619287,63.885195
59.775016,57.8886
50.17154,49.224652
68.883445,62.422199
63.127411,60.363602
48.585018,47.974474
46.725264,45.139607
64.69894,61.886258
79.054984,78.5411
56.918957,55.126683
51.908694,48.831006
62.04084,60.780564
63.888212,58.960911
34.235208,31.490041
28.366439,27.240989
26.186896,20.565488
75.238917,74.318428
75.177259,66.554638
61.513372,61.072826
130.72237,122.077882
136.650539,49.638692
86.209761,80.710016
88.709936,87.656916
87.917438,85.810496
29.977684,28.990024
17.235467,16.688798
23.96828,23.203203
58.930299,57.44374
64.764099,62.921406
85.676288,85.255126
74.229957,73.38255
45.662875,44.752396
46.341357,43.158457
46.660778,43.765516
49.288398,42.02617
71.461984,66.19042
53.825156,53.289691
58.171267,57.236359
61.135161,59.160033
40.780702,38.047975
47.253815,45.352957
47.495782,46.529351
52.059567,50.07859
63.001897,55.987159
55.34517,54.885
62.686256,61.629793
64.80011,62.298818
75.885921,75.126974
73.478824,71.023215
82.746565,76.178929
36.223266,34.804702
37.579629,35.105464
42.533764,41.626679
56.504103,47.09646
96.348558,95.879463
85.054043,79.549603
86.261114,83.047035
32.373923,31.495648
17.086338,16.194175
27.932695,27.016023
67.93786,65.732751
78.758623,78.330191
58.536823,58.117034
36.815712,36.372381
34.434721,33.589072
28.184406,26.918853
25.887097,22.221378
33.413568,30.623652
32.322455,30.281478
28.94671,28.115154
204.100782,203.623954
103.716645,102.990441
106.297734,105.542495
107.734206,106.972385
112.553366,112.128159
39.189618,36.669887
78.028831,74.66365
71.949844,69.971869
76.622793,72.324344
73.886485,67.17078
40.132035,39.160271
26.194635,22.969281
55.11212,53.900837
54.717644,43.877809
82.652639,80.28949
17.378872,16.55483
18.47896,17.537322
91.724673,89.867172
91.252374,84.581846
103.279208,96.360952
110.276432,109.831414
61.363109,60.852682
60.829315,27.553732
95.436708,95.006168
87.337687,86.956362
109.452567,109.054992
112.415503,111.983164
11.850316,11.223808
